payment_id,order_id,customer_id,merchant_id,amount,currency,payment_method,bank,created_at,source,true_final_state,final_observed_state,resolved_at,time_to_resolution_sec,scenario,incident_id,is_hard_negative
P0000365,O0000365,C000129,M0020,914.89,INR,NETBANKING,BANK_A,2026-01-01T05:50:19.604688,SYNTHETIC,FAILED,FAILED,2026-01-01T05:50:23.952804,4.35,genuine_failure,,False
P0000366,O0000366,C000328,M0002,2612.94,INR,CARD,BANK_B,2026-01-01T07:31:07.449599,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T07:31:17.615979,10.17,normal_success,,False
P0000367,O0000367,C001911,M0011,766.41,INR,CARD,BANK_D,2026-01-01T19:05:24.468053,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T19:05:29.495398,5.03,normal_success,,False
P0000368,O0000368,C003442,M0006,3802.05,INR,NETBANKING,BANK_C,2026-01-01T05:35:47.031358,SYNTHETIC,FAILED,FAILED,2026-01-01T05:35:48.510369,1.48,genuine_failure,,False
P0000369,O0000369,C000265,M0019,613.28,INR,CARD,BANK_B,2026-01-01T20:44:57.417567,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T20:45:00.286832,2.87,normal_success,,False
P0000370,O0000370,C002640,M0003,973.18,INR,NETBANKING,BANK_D,2026-01-01T03:20:10.949984,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T03:20:19.074817,8.12,normal_success,,False
P0000371,O0000371,C001205,M0017,630.37,INR,CARD,BANK_A,2026-01-01T01:14:55.928608,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T01:15:03.870011,7.94,normal_success,INC0001,False
P0000372,O0000372,C003910,M0010,219.85,INR,NETBANKING,BANK_B,2026-01-01T13:19:43.411525,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T13:19:52.173898,8.76,normal_success,,True
P0000373,O0000373,C000875,M0004,273.54,INR,UPI,BANK_B,2026-01-01T13:05:09.282798,SYNTHETIC,FAILED,FAILED,2026-01-01T13:05:14.947876,5.67,genuine_failure,,False
P0000374,O0000374,C003117,M0020,933.96,INR,UPI,BANK_B,2026-01-01T09:15:14.230690,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T09:15:20.044945,5.81,normal_success,,False
P0000375,O0000375,C003062,M0013,217.8,INR,WALLET,BANK_B,2026-01-01T22:47:38.756129,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T22:47:45.592266,6.84,normal_success,,False
P0000376,O0000376,C000668,M0020,537.22,INR,CARD,BANK_E,2026-01-01T21:33:41.811971,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T21:33:47.257364,5.45,normal_success,,False
P0000377,O0000377,C002363,M0023,154.19,INR,CARD,BANK_D,2026-01-01T08:55:35.673100,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T08:55:40.465384,4.79,normal_success,,False
P0000378,O0000378,C003151,M0013,325.11,INR,NETBANKING,BANK_A,2026-01-01T13:50:22.365247,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T13:50:30.040917,7.68,normal_success,,False
P0000379,O0000379,C003664,M0019,296.2,INR,NETBANKING,BANK_B,2026-01-01T02:26:27.130990,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T02:26:30.685315,3.55,normal_success,,False
P0000380,O0000380,C000933,M0013,963.5,INR,CARD,BANK_A,2026-01-01T15:58:44.016541,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T15:58:49.843324,5.83,normal_success,,True
P0000381,O0000381,C002429,M0022,358.45,INR,CARD,BANK_A,2026-01-01T15:15:29.057105,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T15:19:52.536143,263.48,late_capture,,False
P0000382,O0000382,C001574,M0023,634.84,INR,CARD,BANK_C,2026-01-01T09:43:04.706102,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T09:43:11.009576,6.3,normal_success,,False
P0000383,O0000383,C000416,M0010,1457.27,INR,WALLET,BANK_E,2026-01-01T11:44:51.665124,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T11:50:41.752495,350.09,late_capture,INC0000,False
P0000384,O0000384,C002099,M0002,15091.81,INR,WALLET,BANK_B,2026-01-01T17:57:21.716974,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T17:57:29.153138,7.44,normal_success,,True
P0000385,O0000385,C001240,M0020,74.16,INR,UPI,BANK_C,2026-01-01T15:21:36.826938,SYNTHETIC,FAILED,FAILED,2026-01-01T15:21:40.689211,3.86,genuine_failure,,False
P0000386,O0000386,C000194,M0014,91.65,INR,CARD,BANK_A,2026-01-01T02:37:26.473547,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T02:37:31.975938,5.5,normal_success,INC0001,False
P0000387,O0000387,C003560,M0014,2945.0,INR,NETBANKING,BANK_A,2026-01-01T11:19:03.601142,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T11:19:11.345847,7.74,normal_success,,False
P0000388,O0000388,C000826,M0011,1611.27,INR,WALLET,BANK_A,2026-01-01T14:21:07.758455,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T14:21:16.413639,8.66,normal_success,,False
P0000389,O0000389,C000591,M0004,3396.05,INR,UPI,BANK_E,2026-01-01T04:02:29.017162,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T04:02:32.957339,3.94,normal_success,,False
P0000390,O0000390,C000482,M0007,998.19,INR,NETBANKING,BANK_C,2026-01-01T15:17:50.135023,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T15:17:59.334804,9.2,normal_success,,False
P0000391,O0000391,C002363,M0018,140.99,INR,NETBANKING,BANK_E,2026-01-01T13:52:56.148198,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T13:53:03.099948,6.95,normal_success,,False
P0000392,O0000392,C003548,M0020,451.21,INR,UPI,BANK_D,2026-01-01T10:32:38.910625,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T10:32:46.439587,7.53,normal_success,,True
P0000393,O0000393,C000856,M0019,224.06,INR,CARD,BANK_E,2026-01-01T04:24:23.493710,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T04:24:32.943951,9.45,normal_success,,True
P0000394,O0000394,C000917,M0001,603.63,INR,CARD,BANK_B,2026-01-01T15:32:24.554929,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T15:32:30.014579,5.46,normal_success,,False
P0000395,O0000395,C003525,M0006,252.33,INR,UPI,BANK_E,2026-01-01T19:22:45.346023,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T19:28:37.680719,352.33,late_capture,,False
P0000396,O0000396,C003284,M0021,586.16,INR,WALLET,BANK_A,2026-01-01T04:44:39.374510,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T04:44:45.597272,6.22,normal_success,,True
P0000397,O0000397,C000093,M0008,380.93,INR,NETBANKING,BANK_D,2026-01-01T04:07:12.931174,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T04:07:18.724740,5.79,normal_success,,False
P0000398,O0000398,C003638,M0007,159.62,INR,NETBANKING,BANK_D,2026-01-01T07:33:16.075108,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T07:33:23.858585,7.78,normal_success,,False
P0000399,O0000399,C003022,M0014,4267.81,INR,CARD,BANK_C,2026-01-01T16:12:49.023968,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T16:12:51.839123,2.82,normal_success,,False
P0000400,O0000400,C002010,M0015,12952.57,INR,WALLET,BANK_B,2026-01-01T09:04:23.763631,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T09:04:33.865226,10.1,normal_success,INC0000,False
P0000401,O0000401,C001813,M0023,652.12,INR,NETBANKING,BANK_E,2026-01-01T17:50:37.204614,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T17:50:44.596835,7.39,normal_success,,False
P0000402,O0000402,C000139,M0009,2948.8,INR,NETBANKING,BANK_E,2026-01-01T10:14:09.815117,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T10:14:17.501464,7.69,normal_success,,False
P0000403,O0000403,C001167,M0010,1207.32,INR,UPI,BANK_D,2026-01-01T12:33:04.626688,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T12:37:01.097236,236.47,late_capture,,False
P0000404,O0000404,C003565,M0017,3127.44,INR,NETBANKING,BANK_D,2026-01-01T06:00:10.247000,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T06:01:25.645766,75.4,late_capture,,False
P0000405,O0000405,C002123,M0019,688.75,INR,CARD,BANK_B,2026-01-01T01:25:46.175248,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T01:25:52.676806,6.5,normal_success,,False
P0000406,O0000406,C002421,M0021,706.32,INR,CARD,BANK_B,2026-01-01T11:30:18.256510,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T11:30:25.570827,7.31,normal_success,,False
P0000407,O0000407,C002904,M0016,173.14,INR,NETBANKING,BANK_E,2026-01-01T03:11:00.525400,SYNTHETIC,FAILED,FAILED,2026-01-01T03:11:03.865524,3.34,genuine_failure,,False
P0000408,O0000408,C000301,M0013,1336.88,INR,CARD,BANK_E,2026-01-01T17:13:37.446642,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T17:13:43.953345,6.51,normal_success,,False
P0000409,O0000409,C001215,M0024,109.86,INR,WALLET,BANK_C,2026-01-01T20:30:47.860259,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T20:30:53.254958,5.39,normal_success,,False
P0000410,O0000410,C001006,M0000,283.52,INR,WALLET,BANK_D,2026-01-01T02:23:28.367784,SYNTHETIC,FAILED,FAILED,2026-01-01T02:23:33.892685,5.52,genuine_failure,,False
P0000411,O0000411,C001735,M0006,2261.18,INR,NETBANKING,BANK_A,2026-01-01T05:49:09.805650,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T05:49:13.716827,3.91,normal_success,,False
P0000412,O0000412,C003288,M0016,2755.97,INR,NETBANKING,BANK_D,2026-01-01T07:29:32.217557,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T07:29:35.943995,3.73,normal_success,,False
P0000413,O0000413,C003783,M0015,1239.78,INR,WALLET,BANK_D,2026-01-01T04:21:05.228610,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T04:21:09.097397,3.87,normal_success,,False
P0000414,O0000414,C001542,M0019,717.17,INR,UPI,BANK_B,2026-01-01T20:33:09.524528,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T20:33:15.711244,6.19,normal_success,,False
P0000415,O0000415,C003918,M0002,620.55,INR,UPI,BANK_B,2026-01-01T06:54:37.242860,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T06:54:42.144583,4.9,normal_success,,False
P0000416,O0000416,C003651,M0007,195.3,INR,NETBANKING,BANK_C,2026-01-01T17:39:57.192033,SYNTHETIC,FAILED,FAILED,2026-01-01T17:40:03.054328,5.86,genuine_failure,,False
P0000417,O0000417,C000960,M0011,1654.69,INR,WALLET,BANK_E,2026-01-01T08:51:23.631421,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T08:51:32.331724,8.7,normal_success,INC0000,False
P0000418,O0000418,C002440,M0020,259.61,INR,CARD,BANK_A,2026-01-01T04:08:00.208418,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T04:08:06.577997,6.37,normal_success,,False
P0000419,O0000419,C002057,M0009,590.87,INR,CARD,BANK_D,2026-01-01T12:11:03.998103,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T12:11:10.985011,6.99,normal_success,,False
P0000420,O0000420,C000018,M0009,1017.17,INR,CARD,BANK_A,2026-01-01T19:14:42.376800,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T19:14:52.480123,10.1,normal_success,,False
P0000421,O0000421,C000814,M0011,297.88,INR,UPI,BANK_C,2026-01-01T16:16:59.109612,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T16:17:06.813601,7.7,normal_success,,False
P0000422,O0000422,C001549,M0006,4111.93,INR,NETBANKING,BANK_D,2026-01-01T18:21:46.175372,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T18:21:52.533920,6.36,normal_success,,True
P0000423,O0000423,C001212,M0012,1163.43,INR,CARD,BANK_B,2026-01-01T14:53:21.733912,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T14:53:28.301190,6.57,normal_success,,False
P0000424,O0000424,C001508,M0021,337.98,INR,CARD,BANK_D,2026-01-01T05:51:23.525297,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T05:51:29.615530,6.09,normal_success,,False
P0000425,O0000425,C002103,M0011,600.29,INR,UPI,BANK_A,2026-01-01T23:41:00.185691,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T23:41:07.378628,7.19,normal_success,,False
P0000426,O0000426,C002674,M0012,891.14,INR,WALLET,BANK_D,2026-01-01T18:11:48.194161,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T18:11:51.325465,3.13,normal_success,,False
P0000427,O0000427,C002332,M0008,1553.11,INR,UPI,BANK_E,2026-01-01T14:50:59.010385,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T14:51:07.043766,8.03,normal_success,,False
P0000428,O0000428,C002845,M0016,1524.59,INR,WALLET,BANK_D,2026-01-01T09:17:38.322457,SYNTHETIC,FAILED,FAILED,2026-01-01T09:17:44.484228,6.16,genuine_failure,INC0000,False
P0000429,O0000429,C001159,M0002,544.0,INR,CARD,BANK_B,2026-01-01T15:35:58.376376,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T15:36:01.715124,3.34,normal_success,,False
P0000430,O0000430,C000957,M0004,146.06,INR,UPI,BANK_A,2026-01-01T16:15:02.339665,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T16:15:10.318422,7.98,normal_success,,False
P0000431,O0000431,C001901,M0006,298.17,INR,UPI,BANK_B,2026-01-01T04:46:08.846758,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T04:46:14.532299,5.69,normal_success,,False
P0000432,O0000432,C000681,M0006,703.16,INR,CARD,BANK_C,2026-01-01T15:23:11.282713,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T15:23:15.621940,4.34,normal_success,,False
P0000433,O0000433,C000345,M0012,216.02,INR,NETBANKING,BANK_A,2026-01-01T02:14:28.652930,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T02:14:35.077711,6.42,normal_success,INC0001,False
P0000434,O0000434,C002946,M0001,1293.91,INR,NETBANKING,BANK_C,2026-01-01T06:32:39.584295,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T06:32:45.409680,5.83,normal_success,,False
P0000435,O0000435,C002221,M0015,590.04,INR,CARD,BANK_C,2026-01-01T16:58:01.358554,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T16:58:06.852748,5.49,normal_success,,False
P0000436,O0000436,C001521,M0007,896.6,INR,NETBANKING,BANK_C,2026-01-01T10:38:58.490935,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T10:39:03.927492,5.44,normal_success,,False
P0000437,O0000437,C003804,M0003,260.49,INR,NETBANKING,BANK_A,2026-01-01T14:28:32.196300,SYNTHETIC,FAILED,FAILED,2026-01-01T14:28:39.237711,7.04,genuine_failure,,False
P0000438,O0000438,C000644,M0021,161.36,INR,WALLET,BANK_C,2026-01-01T15:57:56.001640,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T15:58:02.480032,6.48,normal_success,,False
P0000439,O0000439,C000900,M0016,311.7,INR,WALLET,BANK_C,2026-01-01T13:06:14.557429,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T13:06:22.725855,8.17,normal_success,,True
P0000440,O0000440,C000657,M0017,305.85,INR,UPI,BANK_B,2026-01-01T23:34:10.146989,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T23:34:17.466703,7.32,normal_success,,False
P0000441,O0000441,C003199,M0022,7751.65,INR,NETBANKING,BANK_E,2026-01-01T12:46:58.182918,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T12:47:07.622976,9.44,normal_success,,False
P0000442,O0000442,C003880,M0024,401.27,INR,UPI,BANK_E,2026-01-01T05:29:03.066075,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T05:29:11.213136,8.15,normal_success,,False
P0000443,O0000443,C000789,M0007,319.06,INR,NETBANKING,BANK_D,2026-01-01T01:10:42.494529,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T01:10:48.544071,6.05,normal_success,,False
P0000444,O0000444,C000197,M0020,719.25,INR,UPI,BANK_D,2026-01-01T02:05:58.285117,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T02:06:04.968500,6.68,normal_success,,False
P0000445,O0000445,C002603,M0001,76.14,INR,NETBANKING,BANK_E,2026-01-01T04:56:28.307382,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T04:56:32.854043,4.55,normal_success,,False
P0000446,O0000446,C003324,M0021,480.64,INR,UPI,BANK_E,2026-01-01T19:04:22.242867,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T19:04:29.893266,7.65,normal_success,,False
P0000447,O0000447,C001534,M0011,627.88,INR,CARD,BANK_B,2026-01-01T07:18:42.706201,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T07:18:47.649195,4.94,normal_success,,False
P0000448,O0000448,C000988,M0017,2785.91,INR,WALLET,BANK_C,2026-01-01T12:14:01.040111,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T12:14:08.830439,7.79,normal_success,INC0000,True
P0000449,O0000449,C000802,M0013,162.75,INR,UPI,BANK_C,2026-01-01T13:05:44.795133,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T13:05:53.681064,8.89,normal_success,,True
P0000450,O0000450,C001844,M0024,419.52,INR,CARD,BANK_A,2026-01-01T10:55:08.924293,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T10:55:17.957552,9.03,normal_success,,True
P0000451,O0000451,C003395,M0012,1185.89,INR,NETBANKING,BANK_E,2026-01-01T14:24:29.581110,SYNTHETIC,FAILED,FAILED,2026-01-01T14:24:32.390237,2.81,genuine_failure,,False
P0000452,O0000452,C003547,M0012,391.37,INR,NETBANKING,BANK_D,2026-01-01T05:30:41.853261,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T05:30:50.036412,8.18,normal_success,,False
P0000453,O0000453,C002129,M0024,8604.76,INR,UPI,BANK_A,2026-01-01T09:53:21.438502,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T09:53:27.731646,6.29,normal_success,,False
P0000454,O0000454,C003449,M0002,1172.13,INR,WALLET,BANK_D,2026-01-01T00:20:51.602416,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T00:20:58.825220,7.22,normal_success,,True
P0000455,O0000455,C002382,M0020,320.24,INR,UPI,BANK_C,2026-01-01T05:05:28.112008,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T05:05:34.693953,6.58,normal_success,,False
P0000456,O0000456,C000500,M0006,605.46,INR,NETBANKING,BANK_D,2026-01-01T13:23:12.259284,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T13:23:19.000922,6.74,normal_success,,True
P0000457,O0000457,C003984,M0000,1461.51,INR,WALLET,BANK_D,2026-01-01T17:25:43.935888,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T17:25:49.894968,5.96,normal_success,,False
P0000458,O0000458,C003521,M0007,890.94,INR,NETBANKING,BANK_E,2026-01-01T16:07:24.351039,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T16:07:29.482776,5.13,normal_success,,False
P0000459,O0000459,C000294,M0006,339.93,INR,UPI,BANK_D,2026-01-01T13:23:46.315650,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T13:28:06.308498,259.99,late_capture,,False
P0000460,O0000460,C001646,M0001,518.74,INR,NETBANKING,BANK_C,2026-01-01T01:26:42.897563,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T01:26:52.350977,9.45,normal_success,,False
P0000461,O0000461,C002702,M0001,163.13,INR,CARD,BANK_D,2026-01-01T16:37:08.093116,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T16:37:12.642656,4.55,normal_success,,False
P0000462,O0000462,C001299,M0001,2586.62,INR,NETBANKING,BANK_A,2026-01-01T01:04:33.021374,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T01:04:40.559756,7.54,normal_success,,False
P0000463,O0000463,C001731,M0010,665.12,INR,NETBANKING,BANK_B,2026-01-01T09:23:49.845876,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T09:23:56.566647,6.72,normal_success,,False
P0000464,O0000464,C000323,M0002,1184.83,INR,CARD,BANK_B,2026-01-01T18:50:31.491899,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T18:50:42.099751,10.61,normal_success,,False
P0000465,O0000465,C002273,M0008,1020.8,INR,WALLET,BANK_D,2026-01-01T02:06:01.773980,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T02:06:06.898081,5.12,normal_success,,True
P0000466,O0000466,C000152,M0008,599.92,INR,WALLET,BANK_D,2026-01-01T23:08:22.593382,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T23:08:28.051647,5.46,normal_success,,False
P0000467,O0000467,C003713,M0017,401.01,INR,CARD,BANK_A,2026-01-01T22:17:19.810568,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T22:17:30.008126,10.2,normal_success,,False
P0000468,O0000468,C002863,M0009,422.33,INR,NETBANKING,BANK_E,2026-01-01T11:25:46.896403,SYNTHETIC,FAILED,FAILED,2026-01-01T11:25:50.354898,3.46,genuine_failure,,False
P0000469,O0000469,C002286,M0016,714.68,INR,UPI,BANK_D,2026-01-01T04:32:24.107367,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T04:32:32.297604,8.19,normal_success,,False
P0000470,O0000470,C001820,M0014,264.18,INR,CARD,BANK_E,2026-01-01T06:29:08.760026,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T06:29:17.519510,8.76,normal_success,,False
P0000471,O0000471,C003124,M0000,2778.6,INR,UPI,BANK_D,2026-01-01T21:38:06.727792,SYNTHETIC,FAILED,FAILED,2026-01-01T21:38:10.279826,3.55,genuine_failure,,False
P0000472,O0000472,C003331,M0022,617.21,INR,CARD,BANK_D,2026-01-01T23:13:04.603556,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T23:13:10.836708,6.23,normal_success,,False
P0000473,O0000473,C003688,M0000,1344.74,INR,WALLET,BANK_A,2026-01-01T19:41:33.319762,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T19:41:42.183450,8.86,normal_success,,False
P0000474,O0000474,C003943,M0009,203.26,INR,CARD,BANK_A,2026-01-01T10:36:09.967532,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T10:36:18.377683,8.41,normal_success,,False
P0000475,O0000475,C002082,M0017,3036.79,INR,UPI,BANK_C,2026-01-01T19:16:29.937614,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T19:16:39.756734,9.82,normal_success,,False
P0000476,O0000476,C000246,M0012,349.09,INR,NETBANKING,BANK_D,2026-01-01T10:19:15.029810,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T10:19:20.789686,5.76,normal_success,,False
P0000477,O0000477,C001097,M0009,383.13,INR,UPI,BANK_C,2026-01-01T15:17:19.555535,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T15:17:25.828792,6.27,normal_success,,True
P0000478,O0000478,C000518,M0000,123.41,INR,WALLET,BANK_D,2026-01-01T01:26:17.692464,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T01:26:21.625461,3.93,normal_success,,False
P0000479,O0000479,C000583,M0010,1715.98,INR,UPI,BANK_B,2026-01-01T08:37:19.699031,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T08:37:24.830403,5.13,normal_success,,False
P0000480,O0000480,C001642,M0004,625.94,INR,UPI,BANK_D,2026-01-01T13:46:42.921690,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T13:46:49.234974,6.31,normal_success,,True
P0000481,O0000481,C000907,M0013,307.54,INR,NETBANKING,BANK_E,2026-01-01T01:36:02.322877,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T01:36:09.426656,7.1,normal_success,,True
P0000482,O0000482,C002713,M0012,71.6,INR,UPI,BANK_A,2026-01-01T00:13:39.635322,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T00:13:43.070692,3.44,normal_success,,False
P0000483,O0000483,C001456,M0012,108.97,INR,WALLET,BANK_D,2026-01-01T14:15:58.582854,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T14:16:05.833241,7.25,normal_success,,True
P0000484,O0000484,C001635,M0002,227.39,INR,WALLET,BANK_B,2026-01-01T05:46:29.541605,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T05:46:32.574669,3.03,normal_success,,False
P0000485,O0000485,C000471,M0021,69.13,INR,WALLET,BANK_E,2026-01-01T07:28:30.398068,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T07:29:10.549787,40.15,late_capture,,False
P0000486,O0000486,C002825,M0014,252.44,INR,CARD,BANK_E,2026-01-01T15:10:01.512358,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T15:10:05.823131,4.31,normal_success,,False
P0000487,O0000487,C002113,M0017,232.89,INR,NETBANKING,BANK_B,2026-01-01T18:35:37.773523,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T18:35:48.198391,10.42,normal_success,,False
P0000488,O0000488,C003028,M0016,140.39,INR,WALLET,BANK_D,2026-01-01T08:07:31.860002,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T08:07:39.716677,7.86,normal_success,,False
P0000489,O0000489,C000670,M0019,574.2,INR,NETBANKING,BANK_C,2026-01-01T05:35:21.706022,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T05:35:28.572714,6.87,normal_success,,False
P0000490,O0000490,C001436,M0020,4608.08,INR,UPI,BANK_A,2026-01-01T10:02:31.817161,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T10:02:40.148599,8.33,normal_success,,False
P0000491,O0000491,C000003,M0014,1423.98,INR,CARD,BANK_A,2026-01-01T08:24:27.323666,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T08:24:35.500576,8.18,normal_success,,False
P0000492,O0000492,C003535,M0022,4694.95,INR,NETBANKING,BANK_B,2026-01-01T19:47:50.716453,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T19:47:58.444198,7.73,normal_success,,False
P0000493,O0000493,C003817,M0005,3818.65,INR,CARD,BANK_A,2026-01-01T20:34:53.703712,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T20:35:02.084830,8.38,normal_success,,False
P0000494,O0000494,C003514,M0006,4773.68,INR,NETBANKING,BANK_B,2026-01-01T13:00:22.210732,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T13:01:38.171892,75.96,late_capture,,False
P0000495,O0000495,C001017,M0018,3761.53,INR,WALLET,BANK_D,2026-01-01T13:39:00.819518,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T13:39:07.026241,6.21,normal_success,,False
P0000496,O0000496,C001472,M0004,630.2,INR,UPI,BANK_C,2026-01-01T11:46:21.452351,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T11:46:27.612191,6.16,normal_success,,True
P0000497,O0000497,C001750,M0010,468.46,INR,WALLET,BANK_A,2026-01-01T03:49:59.203495,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T03:50:06.059447,6.86,normal_success,,False
P0000498,O0000498,C001792,M0002,832.06,INR,UPI,BANK_C,2026-01-01T02:39:40.835378,SYNTHETIC,CAPTURED,SUCCESS,2026-01-01T02:43:30.036126,229.2,late_capture,,False
