event_id,payment_id,event_type,event_time,received_time,sequence_number,duplicate_flag,out_of_order_flag,source
EV000026100,P0000261,payment.attempted,2026-01-01T20:19:25.051108,2026-01-01T20:19:26.376837,0,False,False,SYNTHETIC
EV000026101,P0000261,payment.authorized,2026-01-01T20:19:28.618522,2026-01-01T20:19:29.664583,1,False,False,SYNTHETIC
EV000026102,P0000261,payment.captured,2026-01-01T20:19:29.874260,2026-01-01T20:19:30.371304,2,False,False,SYNTHETIC
EV000026200,P0000262,payment.attempted,2026-01-01T06:36:07.391930,2026-01-01T06:36:07.761567,0,False,False,SYNTHETIC
EV000026201,P0000262,payment.failed,2026-01-01T06:36:12.573185,2026-01-01T06:36:13.201048,1,False,False,SYNTHETIC
EV000026300,P0000263,payment.attempted,2026-01-01T02:13:00.154755,2026-01-01T02:13:01.785108,0,False,False,SYNTHETIC
EV000026301,P0000263,payment.authorized,2026-01-01T02:13:03.924829,2026-01-01T02:13:04.301115,1,False,False,SYNTHETIC
EV000026301D,P0000263,payment.authorized,2026-01-01T02:13:03.924829,2026-01-01T02:13:04.726273,1,True,False,SYNTHETIC
EV000026302,P0000263,payment.captured,2026-01-01T02:13:07.422609,2026-01-01T02:13:07.791587,2,False,False,SYNTHETIC
EV000026400,P0000264,payment.attempted,2026-01-01T11:57:55.824200,2026-01-01T11:57:57.224619,0,False,False,SYNTHETIC
EV000026401,P0000264,payment.failed,2026-01-01T11:57:57.815271,2026-01-01T11:57:59.387370,1,False,False,SYNTHETIC
EV000026500,P0000265,payment.attempted,2026-01-01T21:47:16.033244,2026-01-01T21:47:17.373027,0,False,False,SYNTHETIC
EV000026501,P0000265,payment.authorized,2026-01-01T21:47:17.361489,2026-01-01T21:47:19.382457,1,False,False,SYNTHETIC
EV000026502,P0000265,payment.captured,2026-01-01T21:47:18.433383,2026-01-01T21:47:18.938439,2,False,False,SYNTHETIC
EV000026600,P0000266,payment.attempted,2026-01-01T11:35:17.743232,2026-01-01T11:35:18.118303,0,False,False,SYNTHETIC
EV000026601,P0000266,payment.authorized,2026-01-01T11:35:23.452191,2026-01-01T11:35:24.423770,1,False,False,SYNTHETIC
EV000026602,P0000266,payment.captured,2026-01-01T11:35:27.287441,2026-01-01T11:35:28.362300,2,False,False,SYNTHETIC
EV000026700,P0000267,payment.attempted,2026-01-01T21:17:08.914979,2026-01-01T21:17:10.555244,0,False,False,SYNTHETIC
EV000026701,P0000267,payment.authorized,2026-01-01T21:17:13.510637,2026-01-01T21:17:14.942198,1,False,False,SYNTHETIC
EV000026702,P0000267,payment.captured,2026-01-01T21:17:17.577108,2026-01-01T21:17:19.538853,2,False,False,SYNTHETIC
EV000026800,P0000268,payment.attempted,2026-01-01T11:07:37.806335,2026-01-01T11:07:39.299341,0,False,False,SYNTHETIC
EV000026801,P0000268,payment.authorized,2026-01-01T11:07:43.746483,2026-01-01T11:07:45.632356,1,False,False,SYNTHETIC
EV000026802,P0000268,payment.captured,2026-01-01T11:07:45.157485,2026-01-01T11:07:45.896484,2,False,False,SYNTHETIC
EV000026900,P0000269,payment.attempted,2026-01-01T16:42:49.572678,2026-01-01T16:42:51.081798,0,False,False,SYNTHETIC
EV000026901,P0000269,payment.authorized,2026-01-01T16:42:54.674060,2026-01-01T16:42:55.700337,1,False,False,SYNTHETIC
EV000026902,P0000269,payment.captured,2026-01-01T16:42:59.547287,2026-01-01T16:43:00.560869,2,False,False,SYNTHETIC
EV000027000,P0000270,payment.attempted,2026-01-01T06:39:41.388710,2026-01-01T06:39:41.844331,0,False,False,SYNTHETIC
EV000027001,P0000270,payment.authorized,2026-01-01T06:39:43.121272,2026-01-01T06:39:47.132999,1,False,True,SYNTHETIC
EV000027002,P0000270,payment.captured,2026-01-01T06:39:46.941666,2026-01-01T06:39:44.746183,2,False,True,SYNTHETIC
EV000027100,P0000271,payment.attempted,2026-01-01T21:18:35.666587,2026-01-01T21:18:36.105011,0,False,False,SYNTHETIC
EV000027101,P0000271,payment.authorized,2026-01-01T21:18:40.405161,2026-01-01T21:18:41.923233,1,False,False,SYNTHETIC
EV000027102,P0000271,payment.captured,2026-01-01T21:18:42.716987,2026-01-01T21:18:42.916480,2,False,False,SYNTHETIC
EV000027200,P0000272,payment.attempted,2026-01-01T13:28:55.128412,2026-01-01T13:29:01.021500,0,False,False,SYNTHETIC
EV000027201,P0000272,payment.authorized,2026-01-01T13:28:58.335152,2026-01-01T13:28:59.427680,1,False,False,SYNTHETIC
EV000027202,P0000272,payment.captured,2026-01-01T13:28:59.984028,2026-01-01T13:29:02.880558,2,False,False,SYNTHETIC
EV000027300,P0000273,payment.attempted,2026-01-01T11:37:18.027662,2026-01-01T11:37:20.373879,0,False,False,SYNTHETIC
EV000027301,P0000273,payment.authorized,2026-01-01T11:37:21.318652,2026-01-01T11:37:22.145776,1,False,False,SYNTHETIC
EV000027302,P0000273,payment.failed,2026-01-01T11:37:26.270824,2026-01-01T11:37:26.622882,2,False,False,SYNTHETIC
EV000027303,P0000273,payment.captured,2026-01-01T11:40:49.412693,2026-01-01T11:40:50.802231,3,False,False,SYNTHETIC
EV000027400,P0000274,payment.attempted,2026-01-01T23:46:53.959855,2026-01-01T23:46:54.316558,0,False,False,SYNTHETIC
EV000027401,P0000274,payment.authorized,2026-01-01T23:46:56.852348,2026-01-01T23:47:26.916492,1,False,False,SYNTHETIC
EV000027402,P0000274,payment.captured,2026-01-01T23:47:01.746444,2026-01-01T23:47:02.451488,2,False,False,SYNTHETIC
EV000027500,P0000275,payment.attempted,2026-01-01T16:11:38.556021,2026-01-01T16:11:39.057525,0,False,False,SYNTHETIC
EV000027501,P0000275,payment.authorized,2026-01-01T16:11:40.743739,2026-01-01T16:11:45.226844,1,False,True,SYNTHETIC
EV000027502,P0000275,payment.captured,2026-01-01T16:11:44.591419,2026-01-01T16:11:41.784944,2,False,True,SYNTHETIC
EV000027600,P0000276,payment.attempted,2026-01-01T08:27:29.021718,2026-01-01T08:27:29.491436,0,False,False,SYNTHETIC
EV000027601,P0000276,payment.failed,2026-01-01T08:27:35.443515,2026-01-01T08:27:37.352447,1,False,False,SYNTHETIC
EV000027700,P0000277,payment.attempted,2026-01-01T03:33:58.471374,2026-01-01T03:33:59.185273,0,False,False,SYNTHETIC
EV000027701,P0000277,payment.authorized,2026-01-01T03:34:04.087749,2026-01-01T03:34:05.948141,1,False,False,SYNTHETIC
EV000027702,P0000277,payment.captured,2026-01-01T03:34:08.436717,2026-01-01T03:34:08.948266,2,False,False,SYNTHETIC
EV000027800,P0000278,payment.attempted,2026-01-01T16:24:54.655080,2026-01-01T16:24:55.215410,0,False,False,SYNTHETIC
EV000027801,P0000278,payment.authorized,2026-01-01T16:24:56.345515,2026-01-01T16:24:56.778864,1,False,False,SYNTHETIC
EV000027802,P0000278,payment.captured,2026-01-01T16:24:58.322719,2026-01-01T16:24:58.678554,2,False,False,SYNTHETIC
EV000027900,P0000279,payment.attempted,2026-01-01T05:26:12.675988,2026-01-01T05:26:13.217196,0,False,False,SYNTHETIC
EV000027901,P0000279,payment.authorized,2026-01-01T05:26:17.004576,2026-01-01T05:26:17.542135,1,False,False,SYNTHETIC
EV000027902,P0000279,payment.captured,2026-01-01T05:26:18.307410,2026-01-01T05:26:18.616157,2,False,False,SYNTHETIC
EV000027902D,P0000279,payment.captured,2026-01-01T05:26:18.307410,2026-01-01T05:26:18.921582,2,True,False,SYNTHETIC
EV000028000,P0000280,payment.attempted,2026-01-01T02:03:15.778055,2026-01-01T02:03:40.251861,0,False,False,SYNTHETIC
EV000028000D,P0000280,payment.attempted,2026-01-01T02:03:15.778055,2026-01-01T02:03:40.804050,0,True,False,SYNTHETIC
EV000028001,P0000280,payment.authorized,2026-01-01T02:03:20.225739,2026-01-01T02:03:21.382873,1,False,False,SYNTHETIC
EV000028002,P0000280,payment.captured,2026-01-01T02:03:24.617746,2026-01-01T02:03:26.964130,2,False,False,SYNTHETIC
EV000028100,P0000281,payment.attempted,2026-01-01T20:34:59.869049,2026-01-01T20:35:00.687996,0,False,False,SYNTHETIC
EV000028101,P0000281,payment.failed,2026-01-01T20:35:02.768031,2026-01-01T20:35:03.309937,1,False,False,SYNTHETIC
EV000028200,P0000282,payment.attempted,2026-01-01T12:26:35.298187,2026-01-01T12:26:39.623493,0,False,False,SYNTHETIC
EV000028201,P0000282,payment.authorized,2026-01-01T12:26:39.243061,2026-01-01T12:26:41.074518,1,False,False,SYNTHETIC
EV000028202,P0000282,payment.captured,2026-01-01T12:26:42.079340,2026-01-01T12:26:43.246360,2,False,False,SYNTHETIC
EV000028300,P0000283,payment.attempted,2026-01-01T22:06:58.325469,2026-01-01T22:06:58.747378,0,False,False,SYNTHETIC
EV000028301,P0000283,payment.authorized,2026-01-01T22:07:00.048537,2026-01-01T22:07:00.724282,1,False,False,SYNTHETIC
EV000028302,P0000283,payment.captured,2026-01-01T22:07:01.870515,2026-01-01T22:07:03.095057,2,False,False,SYNTHETIC
EV000028302D,P0000283,payment.captured,2026-01-01T22:07:01.870515,2026-01-01T22:07:03.620877,2,True,False,SYNTHETIC
EV000028400,P0000284,payment.attempted,2026-01-01T07:17:56.737162,2026-01-01T07:17:57.031608,0,False,False,SYNTHETIC
EV000028401,P0000284,payment.authorized,2026-01-01T07:17:57.742957,2026-01-01T07:17:58.394323,1,False,False,SYNTHETIC
EV000028402,P0000284,payment.captured,2026-01-01T07:17:59.815851,2026-01-01T07:18:00.868367,2,False,False,SYNTHETIC
EV000028500,P0000285,payment.attempted,2026-01-01T01:17:58.295307,2026-01-01T01:17:59.231431,0,False,False,SYNTHETIC
EV000028501,P0000285,payment.authorized,2026-01-01T01:18:01.643156,2026-01-01T01:18:21.163108,1,False,False,SYNTHETIC
EV000028501D,P0000285,payment.authorized,2026-01-01T01:18:01.643156,2026-01-01T01:18:22.119260,1,True,False,SYNTHETIC
EV000028502,P0000285,payment.captured,2026-01-01T01:18:04.276235,2026-01-01T01:18:04.684146,2,False,False,SYNTHETIC
EV000028600,P0000286,payment.attempted,2026-01-01T16:11:28.889416,2026-01-01T16:11:29.099170,0,False,False,SYNTHETIC
EV000028601,P0000286,payment.authorized,2026-01-01T16:11:34.641298,2026-01-01T16:11:35.207861,1,False,False,SYNTHETIC
EV000028602,P0000286,payment.captured,2026-01-01T16:11:38.809209,2026-01-01T16:11:39.111648,2,False,False,SYNTHETIC
EV000028700,P0000287,payment.attempted,2026-01-01T16:55:56.672485,2026-01-01T16:56:51.296114,0,False,False,SYNTHETIC
EV000028700D,P0000287,payment.attempted,2026-01-01T16:55:56.672485,2026-01-01T16:56:51.653525,0,True,False,SYNTHETIC
EV000028701,P0000287,payment.authorized,2026-01-01T16:56:01.322244,2026-01-01T16:56:01.848964,1,False,False,SYNTHETIC
EV000028702,P0000287,payment.captured,2026-01-01T16:56:03.170619,2026-01-01T16:56:03.922773,2,False,False,SYNTHETIC
EV000028800,P0000288,payment.attempted,2026-01-01T03:17:59.857668,2026-01-01T03:18:00.568466,0,False,False,SYNTHETIC
EV000028801,P0000288,payment.authorized,2026-01-01T03:18:04.733479,2026-01-01T03:18:05.769535,1,False,False,SYNTHETIC
EV000028802,P0000288,payment.captured,2026-01-01T03:18:07.944554,2026-01-01T03:18:08.715747,2,False,False,SYNTHETIC
EV000028900,P0000289,payment.attempted,2026-01-01T10:11:22.361638,2026-01-01T10:11:23.677450,0,False,False,SYNTHETIC
EV000028901,P0000289,payment.authorized,2026-01-01T10:11:23.862710,2026-01-01T10:11:26.383301,1,False,False,SYNTHETIC
EV000028902,P0000289,payment.captured,2026-01-01T10:14:37.204174,2026-01-01T10:14:38.454810,2,False,False,SYNTHETIC
EV000029000,P0000290,payment.attempted,2026-01-01T15:51:22.766662,2026-01-01T15:51:23.540263,0,False,False,SYNTHETIC
EV000029001,P0000290,payment.authorized,2026-01-01T15:51:24.072332,2026-01-01T15:51:25.659901,1,False,False,SYNTHETIC
EV000029002,P0000290,payment.captured,2026-01-01T15:51:26.464756,2026-01-01T15:51:28.910468,2,False,False,SYNTHETIC
EV000029100,P0000291,payment.attempted,2026-01-01T15:40:48.120607,2026-01-01T15:40:48.460138,0,False,False,SYNTHETIC
EV000029101,P0000291,payment.authorized,2026-01-01T15:40:50.291332,2026-01-01T15:40:53.296081,1,False,True,SYNTHETIC
EV000029102,P0000291,payment.captured,2026-01-01T15:40:51.626577,2026-01-01T15:40:54.537592,2,False,True,SYNTHETIC
EV000029200,P0000292,payment.attempted,2026-01-01T14:08:05.375988,2026-01-01T14:08:05.820618,0,False,False,SYNTHETIC
EV000029201,P0000292,payment.authorized,2026-01-01T14:08:06.471478,2026-01-01T14:08:06.875281,1,False,False,SYNTHETIC
EV000029202,P0000292,payment.captured,2026-01-01T14:08:11.388816,2026-01-01T14:08:59.743306,2,False,False,SYNTHETIC
EV000029300,P0000293,payment.attempted,2026-01-01T17:34:38.400743,2026-01-01T17:34:40.233234,0,False,False,SYNTHETIC
EV000029300D,P0000293,payment.attempted,2026-01-01T17:34:38.400743,2026-01-01T17:34:40.912940,0,True,False,SYNTHETIC
EV000029301,P0000293,payment.authorized,2026-01-01T17:34:40.477345,2026-01-01T17:34:41.783640,1,False,False,SYNTHETIC
EV000029302,P0000293,payment.captured,2026-01-01T17:34:42.369994,2026-01-01T17:34:43.746223,2,False,False,SYNTHETIC
EV000029400,P0000294,payment.attempted,2026-01-01T21:54:00.942442,2026-01-01T21:54:44.235616,0,False,False,SYNTHETIC
EV000029401,P0000294,payment.authorized,2026-01-01T21:54:02.403852,2026-01-01T21:54:03.054331,1,False,False,SYNTHETIC
EV000029402,P0000294,payment.captured,2026-01-01T21:58:04.110047,2026-01-01T21:58:04.230646,2,False,False,SYNTHETIC
EV000029500,P0000295,payment.attempted,2026-01-01T15:49:32.941871,2026-01-01T15:49:33.317691,0,False,False,SYNTHETIC
EV000029501,P0000295,payment.authorized,2026-01-01T15:49:36.387633,2026-01-01T15:49:36.851155,1,False,False,SYNTHETIC
EV000029502,P0000295,payment.captured,2026-01-01T15:49:39.005463,2026-01-01T15:49:39.403406,2,False,False,SYNTHETIC
EV000029600,P0000296,payment.attempted,2026-01-01T00:29:23.813933,2026-01-01T00:29:24.244899,0,False,False,SYNTHETIC
EV000029601,P0000296,payment.authorized,2026-01-01T00:29:27.398611,2026-01-01T00:29:27.665911,1,False,False,SYNTHETIC
EV000029602,P0000296,payment.captured,2026-01-01T00:29:29.009309,2026-01-01T00:29:29.598654,2,False,False,SYNTHETIC
EV000029700,P0000297,payment.attempted,2026-01-01T04:22:01.091573,2026-01-01T04:22:01.772989,0,False,False,SYNTHETIC
EV000029701,P0000297,payment.authorized,2026-01-01T04:22:04.148522,2026-01-01T04:22:04.811602,1,False,False,SYNTHETIC
EV000029702,P0000297,payment.captured,2026-01-01T04:22:06.356270,2026-01-01T04:22:06.968528,2,False,False,SYNTHETIC
EV000029800,P0000298,payment.attempted,2026-01-01T18:35:08.888317,2026-01-01T18:35:10.173095,0,False,False,SYNTHETIC
EV000029801,P0000298,payment.authorized,2026-01-01T18:35:13.684972,2026-01-01T18:35:17.727759,1,False,False,SYNTHETIC
EV000029802,P0000298,payment.captured,2026-01-01T18:35:15.168564,2026-01-01T18:35:15.909514,2,False,False,SYNTHETIC
EV000029900,P0000299,payment.attempted,2026-01-01T20:01:25.240465,2026-01-01T20:01:25.768871,0,False,False,SYNTHETIC
EV000029901,P0000299,payment.authorized,2026-01-01T20:01:26.337790,2026-01-01T20:01:26.990921,1,False,False,SYNTHETIC
EV000029902,P0000299,payment.captured,2026-01-01T20:01:27.927208,2026-01-01T20:01:28.490044,2,False,False,SYNTHETIC
EV000030000,P0000300,payment.attempted,2026-01-01T20:41:02.018693,2026-01-01T20:41:02.999020,0,False,False,SYNTHETIC
EV000030001,P0000300,payment.failed,2026-01-01T20:41:08.381062,2026-01-01T20:41:09.081926,1,False,False,SYNTHETIC
EV000030001D,P0000300,payment.failed,2026-01-01T20:41:08.381062,2026-01-01T20:41:09.498698,1,True,False,SYNTHETIC
EV000030100,P0000301,payment.attempted,2026-01-01T06:29:25.181104,2026-01-01T06:29:33.004915,0,False,True,SYNTHETIC
EV000030100D,P0000301,payment.attempted,2026-01-01T06:29:25.181104,2026-01-01T06:29:26.460347,0,True,False,SYNTHETIC
EV000030101,P0000301,payment.authorized,2026-01-01T06:29:28.146190,2026-01-01T06:29:29.431103,1,False,False,SYNTHETIC
EV000030102,P0000301,payment.captured,2026-01-01T06:29:32.435186,2026-01-01T06:29:25.956509,2,False,True,SYNTHETIC
EV000030200,P0000302,payment.attempted,2026-01-01T23:00:41.177181,2026-01-01T23:00:41.920842,0,False,False,SYNTHETIC
EV000030201,P0000302,payment.authorized,2026-01-01T23:00:45.380781,2026-01-01T23:00:46.389370,1,False,False,SYNTHETIC
EV000030202,P0000302,payment.captured,2026-01-01T23:00:49.087476,2026-01-01T23:00:50.271700,2,False,False,SYNTHETIC
EV000030300,P0000303,payment.attempted,2026-01-01T23:32:19.133150,2026-01-01T23:32:20.115616,0,False,False,SYNTHETIC
EV000030301,P0000303,payment.authorized,2026-01-01T23:32:21.360124,2026-01-01T23:32:21.939082,1,False,False,SYNTHETIC
EV000030302,P0000303,payment.captured,2026-01-01T23:32:24.643447,2026-01-01T23:32:26.100006,2,False,False,SYNTHETIC
EV000030302D,P0000303,payment.captured,2026-01-01T23:32:24.643447,2026-01-01T23:32:26.686836,2,True,False,SYNTHETIC
EV000030400,P0000304,payment.attempted,2026-01-01T04:32:02.160098,2026-01-01T04:32:04.837141,0,False,True,SYNTHETIC
EV000030401,P0000304,payment.authorized,2026-01-01T04:32:03.945555,2026-01-01T04:32:03.019639,1,False,True,SYNTHETIC
EV000030402,P0000304,payment.captured,2026-01-01T04:32:08.076797,2026-01-01T04:32:08.847710,2,False,False,SYNTHETIC
EV000030500,P0000305,payment.attempted,2026-01-01T22:09:54.399478,2026-01-01T22:09:54.784622,0,False,False,SYNTHETIC
EV000030501,P0000305,payment.authorized,2026-01-01T22:09:59.276047,2026-01-01T22:09:59.822352,1,False,False,SYNTHETIC
EV000030501D,P0000305,payment.authorized,2026-01-01T22:09:59.276047,2026-01-01T22:10:00.216971,1,True,False,SYNTHETIC
EV000030502,P0000305,payment.captured,2026-01-01T22:10:01.574761,2026-01-01T22:10:01.891369,2,False,False,SYNTHETIC
EV000030600,P0000306,payment.attempted,2026-01-01T04:21:02.809810,2026-01-01T04:21:03.637872,0,False,False,SYNTHETIC
EV000030601,P0000306,payment.authorized,2026-01-01T04:21:04.011529,2026-01-01T04:21:06.810177,1,False,True,SYNTHETIC
EV000030602,P0000306,payment.captured,2026-01-01T04:21:05.579670,2026-01-01T04:21:04.613008,2,False,True,SYNTHETIC
EV000030700,P0000307,payment.attempted,2026-01-01T01:31:08.086417,2026-01-01T01:31:09.146295,0,False,False,SYNTHETIC
EV000030701,P0000307,payment.authorized,2026-01-01T01:31:12.577943,2026-01-01T01:31:12.857194,1,False,False,SYNTHETIC
EV000030702,P0000307,payment.captured,2026-01-01T01:31:14.682767,2026-01-01T01:31:15.161044,2,False,False,SYNTHETIC
EV000030800,P0000308,payment.attempted,2026-01-01T06:59:53.460519,2026-01-01T06:59:54.915056,0,False,False,SYNTHETIC
EV000030801,P0000308,payment.authorized,2026-01-01T06:59:58.884625,2026-01-01T07:00:03.178478,1,False,False,SYNTHETIC
EV000030802,P0000308,payment.captured,2026-01-01T07:00:01.936926,2026-01-01T07:00:02.513796,2,False,False,SYNTHETIC
EV000030900,P0000309,payment.attempted,2026-01-01T06:03:15.592697,2026-01-01T06:03:16.926678,0,False,False,SYNTHETIC
EV000030901,P0000309,payment.authorized,2026-01-01T06:03:21.558634,2026-01-01T06:03:23.831659,1,False,False,SYNTHETIC
EV000030902,P0000309,payment.captured,2026-01-01T06:03:24.217900,2026-01-01T06:03:25.815502,2,False,False,SYNTHETIC
EV000031000,P0000310,payment.attempted,2026-01-01T19:24:08.604140,2026-01-01T19:24:09.902992,0,False,False,SYNTHETIC
EV000031001,P0000310,payment.authorized,2026-01-01T19:24:13.891229,2026-01-01T19:24:14.957252,1,False,False,SYNTHETIC
EV000031001D,P0000310,payment.authorized,2026-01-01T19:24:13.891229,2026-01-01T19:24:15.614463,1,True,False,SYNTHETIC
EV000031002,P0000310,payment.captured,2026-01-01T19:24:17.832216,2026-01-01T19:24:19.071936,2,False,False,SYNTHETIC
EV000031100,P0000311,payment.attempted,2026-01-01T17:13:46.901488,2026-01-01T17:13:47.797582,0,False,False,SYNTHETIC
EV000031101,P0000311,payment.authorized,2026-01-01T17:13:50.566381,2026-01-01T17:13:51.732633,1,False,False,SYNTHETIC
EV000031102,P0000311,payment.captured,2026-01-01T17:13:53.411244,2026-01-01T17:13:54.645261,2,False,False,SYNTHETIC
EV000031200,P0000312,payment.attempted,2026-01-01T06:15:59.405857,2026-01-01T06:15:59.763612,0,False,False,SYNTHETIC
EV000031201,P0000312,payment.authorized,2026-01-01T06:16:03.200253,2026-01-01T06:16:03.301489,1,False,False,SYNTHETIC
EV000031202,P0000312,payment.captured,2026-01-01T06:16:08.051167,2026-01-01T06:16:08.562035,2,False,False,SYNTHETIC
EV000031300,P0000313,payment.attempted,2026-01-01T10:46:19.237407,2026-01-01T10:46:20.263945,0,False,False,SYNTHETIC
EV000031300D,P0000313,payment.attempted,2026-01-01T10:46:19.237407,2026-01-01T10:46:21.180076,0,True,False,SYNTHETIC
EV000031301,P0000313,payment.authorized,2026-01-01T10:46:20.308009,2026-01-01T10:46:21.880021,1,False,False,SYNTHETIC
EV000031302,P0000313,payment.captured,2026-01-01T10:46:22.978066,2026-01-01T10:46:24.078212,2,False,False,SYNTHETIC
EV000031400,P0000314,payment.attempted,2026-01-01T06:29:43.086920,2026-01-01T06:29:43.457540,0,False,False,SYNTHETIC
EV000031401,P0000314,payment.authorized,2026-01-01T06:29:48.532109,2026-01-01T06:29:51.412710,1,False,False,SYNTHETIC
EV000031402,P0000314,payment.captured,2026-01-01T06:29:51.758777,2026-01-01T06:29:54.761077,2,False,False,SYNTHETIC
EV000031402D,P0000314,payment.captured,2026-01-01T06:29:51.758777,2026-01-01T06:29:55.114732,2,True,False,SYNTHETIC
EV000031500,P0000315,payment.attempted,2026-01-01T19:45:30.834928,2026-01-01T19:45:31.196906,0,False,False,SYNTHETIC
EV000031501,P0000315,payment.failed,2026-01-01T19:45:35.688786,2026-01-01T19:45:35.910571,1,False,False,SYNTHETIC
EV000031600,P0000316,payment.attempted,2026-01-01T23:50:30.565210,2026-01-01T23:50:31.436557,0,False,False,SYNTHETIC
EV000031601,P0000316,payment.failed,2026-01-01T23:50:31.974346,2026-01-01T23:50:32.692576,1,False,False,SYNTHETIC
EV000031700,P0000317,payment.attempted,2026-01-01T00:39:41.845183,2026-01-01T00:39:42.780871,0,False,False,SYNTHETIC
EV000031701,P0000317,payment.authorized,2026-01-01T00:39:46.749717,2026-01-01T00:39:47.369179,1,False,False,SYNTHETIC
EV000031702,P0000317,payment.captured,2026-01-01T00:39:48.450770,2026-01-01T00:39:49.285103,2,False,False,SYNTHETIC
EV000031800,P0000318,payment.attempted,2026-01-01T08:11:40.779745,2026-01-01T08:11:42.346697,0,False,False,SYNTHETIC
EV000031801,P0000318,payment.authorized,2026-01-01T08:11:43.958462,2026-01-01T08:11:44.316460,1,False,False,SYNTHETIC
EV000031802,P0000318,payment.captured,2026-01-01T08:11:45.686408,2026-01-01T08:11:49.563879,2,False,False,SYNTHETIC
EV000031900,P0000319,payment.attempted,2026-01-01T14:16:03.571826,2026-01-01T14:16:04.564806,0,False,False,SYNTHETIC
EV000031901,P0000319,payment.authorized,2026-01-01T14:16:07.684624,2026-01-01T14:16:08.184058,1,False,False,SYNTHETIC
EV000031902,P0000319,payment.captured,2026-01-01T14:16:09.230124,2026-01-01T14:17:00.694119,2,False,False,SYNTHETIC
EV000032000,P0000320,payment.attempted,2026-01-01T15:55:07.588762,2026-01-01T15:55:08.158922,0,False,False,SYNTHETIC
EV000032001,P0000320,payment.authorized,2026-01-01T15:55:10.842111,2026-01-01T15:55:11.415679,1,False,False,SYNTHETIC
EV000032002,P0000320,payment.captured,2026-01-01T15:59:46.249141,2026-01-01T15:59:47.014056,2,False,False,SYNTHETIC
EV000032100,P0000321,payment.attempted,2026-01-01T17:36:22.926582,2026-01-01T17:36:24.016812,0,False,False,SYNTHETIC
EV000032101,P0000321,payment.authorized,2026-01-01T17:36:25.751999,2026-01-01T17:36:26.546562,1,False,False,SYNTHETIC
EV000032102,P0000321,payment.captured,2026-01-01T17:36:28.685610,2026-01-01T17:36:30.122427,2,False,False,SYNTHETIC
EV000032200,P0000322,payment.attempted,2026-01-01T13:07:48.416621,2026-01-01T13:07:49.351002,0,False,False,SYNTHETIC
EV000032201,P0000322,payment.authorized,2026-01-01T13:07:51.820811,2026-01-01T13:07:52.411882,1,False,False,SYNTHETIC
EV000032202,P0000322,payment.captured,2026-01-01T13:07:54.966954,2026-01-01T13:07:57.079857,2,False,False,SYNTHETIC
EV000032300,P0000323,payment.attempted,2026-01-01T17:46:13.603540,2026-01-01T17:46:15.313297,0,False,False,SYNTHETIC
EV000032301,P0000323,payment.authorized,2026-01-01T17:46:15.076863,2026-01-01T17:46:16.756506,1,False,False,SYNTHETIC
EV000032302,P0000323,payment.captured,2026-01-01T17:51:01.020286,2026-01-01T17:51:03.808487,2,False,False,SYNTHETIC
EV000032400,P0000324,payment.attempted,2026-01-01T03:17:17.692488,2026-01-01T03:17:18.375890,0,False,False,SYNTHETIC
EV000032401,P0000324,payment.authorized,2026-01-01T03:17:19.647624,2026-01-01T03:17:20.031660,1,False,False,SYNTHETIC
EV000032402,P0000324,payment.captured,2026-01-01T03:17:20.717867,2026-01-01T03:17:22.467874,2,False,False,SYNTHETIC
EV000032500,P0000325,payment.attempted,2026-01-01T21:24:38.548358,2026-01-01T21:24:40.109844,0,False,False,SYNTHETIC
EV000032501,P0000325,payment.authorized,2026-01-01T21:24:40.794655,2026-01-01T21:24:42.245966,1,False,False,SYNTHETIC
EV000032502,P0000325,payment.captured,2026-01-01T21:24:42.660414,2026-01-01T21:25:43.392902,2,False,False,SYNTHETIC
EV000032600,P0000326,payment.attempted,2026-01-01T11:54:29.583207,2026-01-01T11:54:31.626040,0,False,False,SYNTHETIC
EV000032601,P0000326,payment.authorized,2026-01-01T11:54:33.019538,2026-01-01T11:54:33.776166,1,False,False,SYNTHETIC
EV000032602,P0000326,payment.captured,2026-01-01T11:54:34.357525,2026-01-01T11:54:36.829239,2,False,False,SYNTHETIC
EV000032700,P0000327,payment.attempted,2026-01-01T00:02:20.210902,2026-01-01T00:02:21.307454,0,False,False,SYNTHETIC
EV000032701,P0000327,payment.authorized,2026-01-01T00:02:23.542297,2026-01-01T00:02:24.769747,1,False,False,SYNTHETIC
EV000032702,P0000327,payment.captured,2026-01-01T00:02:27.620272,2026-01-01T00:02:28.123060,2,False,False,SYNTHETIC
EV000032702D,P0000327,payment.captured,2026-01-01T00:02:27.620272,2026-01-01T00:02:29.109814,2,True,False,SYNTHETIC
EV000032800,P0000328,payment.attempted,2026-01-01T02:24:04.311898,2026-01-01T02:24:05.208156,0,False,False,SYNTHETIC
EV000032801,P0000328,payment.authorized,2026-01-01T02:24:06.331536,2026-01-01T02:24:08.699762,1,False,False,SYNTHETIC
EV000032802,P0000328,payment.captured,2026-01-01T02:24:07.399730,2026-01-01T02:24:07.649511,2,False,False,SYNTHETIC
EV000032900,P0000329,payment.attempted,2026-01-01T19:45:14.755379,2026-01-01T19:45:16.986958,0,False,False,SYNTHETIC
EV000032901,P0000329,payment.authorized,2026-01-01T19:45:15.759973,2026-01-01T19:45:17.608431,1,False,False,SYNTHETIC
